user_id,pool,role,pool_lang,n_query,n_candidate,t_star,first_ts,last_ts
user_1a556fa6,POOL-HN,matched,en,500,500,1648429189,1380081645,1777682048
user_f64de63d,POOL-HN,matched,en,500,500,1594748458,1450708127,1777710155
user_b31583a6,POOL-HN,matched,en,500,500,1649695569,1552649424,1777352238
user_54b42f6d,POOL-HN,matched,en,500,500,1588133846,1424258771,1777063934
user_c97beef8,POOL-HN,matched,en,500,500,1585605750,1390901982,1777100819
user_4a942b2e,POOL-HN,matched,en,500,500,1670955113,1489516987,1777635235
user_08b20fd8,POOL-HN,matched,en,500,500,1656501869,1617173324,1777588240
user_d517e236,POOL-HN,matched,en,500,500,1645225323,1497610763,1777710004
user_de9d1699,POOL-HN,matched,en,500,500,1677718456,1286104946,1777706586
user_2039ecc5,POOL-HN,matched,en,500,500,1506784549,1258664126,1777502533
user_6748e93f,POOL-HN,distractor,en,0,500,1361061240,1253658360,1556690684
user_55903d17,POOL-HN,distractor,en,0,500,1681055564,1408792529,1777663061
user_9ec818c5,POOL-HN,distractor,en,0,500,1696547391,1464286565,1777638502
user_4e574fdb,POOL-HN,matched,en,500,500,1476400043,1259066368,1777579919
user_a434d7e0,POOL-HN,distractor,en,0,500,1697217616,1629025386,1777711394
user_543b5a08,POOL-HN,distractor,en,0,500,1644210969,1336671498,1773280755
user_422a3315,POOL-HN,matched,en,500,500,1689091838,1544467085,1777578317
user_c6035f18,POOL-HN,matched,en,500,500,1501885672,1398972371,1727825824
user_97a948cc,POOL-HN,matched,en,500,500,1447274808,1302558119,1729878641
user_5d333f41,POOL-HN,matched,en,500,500,1540723197,1328446983,1777651180
user_6b795871,POOL-HN,distractor,en,0,500,1638920305,1217444785,1777665028
user_5a51b62d,POOL-HN,matched,en,500,500,1626026507,1568659549,1775048892
user_082cb2b7,POOL-HN,matched,en,500,500,1631903043,1398962899,1777705975
user_230e5169,POOL-HN,distractor,en,0,500,1644160863,1434485740,1745527749
user_33c15984,POOL-HN,distractor,en,0,500,1646787404,1324745510,1777482626
user_c4d15d93,POOL-HN,matched,en,500,500,1647616051,1272482683,1777493980
user_07de1f50,POOL-HN,matched,en,500,500,1628385140,1584594993,1777568978
user_24d5a1a3,POOL-HN,matched,en,500,500,1692532876,1553952937,1777316665
user_91f8a84f,POOL-HN,matched,en,500,500,1545014906,1366940596,1674500409
user_b71ce5e9,POOL-HN,distractor,en,0,500,1671043029,1407345275,1777658814
user_53da1076,POOL-HN,matched,en,500,500,1439598490,1274690686,1777343654
user_745817a0,POOL-HN,distractor,en,0,500,1548232203,1340604217,1777605384
user_7cac6483,POOL-HN,distractor,en,0,500,1664126643,1574491600,1777423240
user_10a8c046,POOL-HN,distractor,en,0,500,1668388246,1291941887,1777636629
user_9963ce5b,POOL-HN,matched,en,500,500,1500759752,1373349190,1754510198
user_80704b34,POOL-HN,matched,en,500,500,1602320350,1483081676,1730822851
user_25104bfa,POOL-HN,matched,en,500,500,1593155127,1413674430,1777594935
user_e9008f09,POOL-HN,matched,en,500,500,1634246331,1381488709,1777526795
user_a42ecbcc,POOL-HN,distractor,en,0,500,1469595432,1416105886,1565756024
user_27dea392,POOL-HN,distractor,en,0,500,1615751895,1486084558,1777238779
user_d83a3cc1,POOL-HN,matched,en,500,500,1686844258,1590356326,1777686112
user_f6cb5e22,POOL-HN,distractor,en,0,500,1531687052,1190444983,1714705356
user_755089cd,POOL-HN,matched,en,500,500,1628266264,1322842214,1777627047
user_21d6f326,POOL-HN,matched,en,500,500,1397064690,1215894198,1772702911
user_99fd6979,POOL-HN,matched,en,500,500,1529592151,1403619835,1777555831
user_2e640793,POOL-HN,distractor,en,0,500,1611018660,1536774814,1777686083
user_43964ffe,POOL-HN,matched,en,500,500,1341188652,1172017467,1777702885
user_c745dcc4,POOL-HN,matched,en,500,500,1619989352,1413891087,1777669910
user_df78f3b4,POOL-HN,distractor,en,0,500,1501609074,1271512609,1777031372
user_983067f3,POOL-HN,matched,en,500,500,1666562582,1474198494,1777554214
user_0acd7e8e,POOL-HN,matched,en,500,500,1646736251,1361478455,1732746918
user_532ad4ca,POOL-HN,distractor,en,0,500,1611506435,1376904904,1777707834
user_f91d4d3f,POOL-HN,distractor,en,0,500,1723780374,1384987225,1777674643
user_45b766e5,POOL-HN,matched,en,500,500,1615995878,1266351284,1777687478
user_1526df60,POOL-HN,distractor,en,0,500,1551386648,1360942750,1777577784
user_f2e65abb,POOL-HN,matched,en,500,500,1589307194,1401663585,1777702748
user_c12cae1b,POOL-HN,matched,en,500,500,1557888757,1372063871,1774891294
user_ea8fb5e1,POOL-HN,matched,en,500,500,1465224479,1224675960,1773018876
user_83e443ea,POOL-HN,distractor,en,0,500,1567592265,1352619313,1777441215
user_394287a8,POOL-HN,matched,en,500,500,1513911245,1275083658,1719534273
user_e902f928,POOL-HN,matched,en,500,500,1621276873,1307458605,1777431693
user_f2f14ef5,POOL-HN,matched,en,500,500,1647955773,1476735040,1776647505
user_5d84336c,POOL-HN,matched,en,500,500,1587114564,1460719322,1777544022
user_0a47a7dc,POOL-HN,distractor,en,0,500,1699310603,1529162098,1777614744
user_20f7f6d4,POOL-HN,distractor,en,0,500,1657143989,1465153859,1777468055
user_169e1481,POOL-HN,matched,en,500,500,1612758917,1529289038,1777663242
user_f82ab883,POOL-HN,distractor,en,0,500,1627374459,1336235990,1777208555
user_8682e1fc,POOL-HN,matched,en,500,500,1634974474,1237906632,1777649089
user_49f5a039,POOL-HN,distractor,en,0,500,1474392132,1307327472,1777662797
user_246d889d,POOL-HN,matched,en,500,500,1658836057,1509122824,1721380436
user_9de384b6,POOL-HN,distractor,en,0,500,1343033411,1264757646,1775633880
user_2c6a4c99,POOL-HN,distractor,en,0,500,1726408997,1597735129,1777677356
user_9a088121,POOL-HN,distractor,en,0,500,1444330766,1212866336,1777672868
user_695e6a99,POOL-HN,distractor,en,0,500,1720534084,1643738961,1777637851
user_bb1c71ab,POOL-HN,matched,en,500,500,1515528438,1322342513,1777661543
user_349e9805,POOL-HN,distractor,en,0,500,1654629692,1264623702,1777562873
user_c9b5b400,POOL-HN,distractor,en,0,500,1715104471,1486479750,1777713840
user_ae3618e5,POOL-HN,matched,en,500,500,1511308908,1281990701,1703091735
user_d0eda373,POOL-HN,matched,en,500,500,1546890284,1318171416,1777493945
user_326d2565,POOL-HN,distractor,en,0,500,1614967479,1226597935,1777693293
user_0c541a97,POOL-HN,matched,en,500,500,1565964778,1205255271,1777686346
user_39836ddb,POOL-HN,matched,en,500,500,1591736855,1238088242,1777361690
user_c90a673f,POOL-HN,matched,en,500,500,1623834088,1414580483,1777714293
user_c3df0949,POOL-HN,matched,en,500,500,1453734063,1236115528,1554430471
user_0136e8d6,POOL-HN,distractor,en,0,500,1279909010,1188312958,1777259399
user_3a603279,POOL-HN,matched,en,500,500,1621775812,1406763316,1777674792
user_5865fc2f,POOL-HN,distractor,en,0,500,1588354123,1242737627,1777499537
user_de4995e2,POOL-HN,matched,en,500,500,1405022623,1316619813,1567978233
user_4f812ad9,POOL-HN,matched,en,500,500,1489255471,1240173786,1777659608
user_ded7fdcf,POOL-HN,matched,en,500,500,1617167047,1407512956,1776992675
user_978e962c,POOL-HN,matched,en,500,500,1459855092,1249904253,1777647005
user_e38c37b0,POOL-HN,matched,en,500,500,1698456032,1529531244,1777656547
user_7739675c,POOL-HN,distractor,en,0,500,1635875782,1526671879,1776796354
user_e7730c07,POOL-HN,matched,en,500,500,1470386641,1202513389,1746059669
user_3244b732,POOL-HN,matched,en,500,500,1589385442,1346807983,1777572021
user_16ea3874,POOL-HN,matched,en,500,500,1590116175,1398309922,1646770693
user_8e607ba0,POOL-HN,distractor,en,0,500,1618171202,1338994712,1777303058
user_f0610cf8,POOL-HN,matched,en,500,500,1592887354,1264113489,1776102720
user_0308af71,POOL-HN,distractor,en,0,500,1390318790,1221506156,1744656699
user_bb07507a,POOL-HN,distractor,en,0,500,1686061736,1258806934,1777704817
user_6e35624f,POOL-HN,distractor,en,0,500,1692142871,1569256489,1777664067
user_484a8683,POOL-HN,matched,en,500,500,1460379084,1173484558,1777477888
user_7d7cee96,POOL-HN,distractor,en,0,500,1570772268,1205446546,1777702002
user_58a2d09d,POOL-HN,distractor,en,0,500,1676029096,1563321659,1777553491
user_4fc099f9,POOL-HN,matched,en,500,500,1501798985,1347466518,1651589796
user_e2c8fb7f,POOL-HN,distractor,en,0,500,1488104280,1245457064,1776532224
user_a7f837ae,POOL-HN,distractor,en,0,500,1493392351,1366840672,1609438620
user_4f4a04d4,POOL-HN,distractor,en,0,500,1711027680,1619708816,1777663409
user_71e1a10e,POOL-HN,matched,en,500,500,1694335918,1617061708,1776689978
user_c47595f8,POOL-HN,distractor,en,0,500,1618920426,1368705027,1777643645
user_3b398180,POOL-HN,matched,en,500,500,1539356601,1353003827,1684440874
user_66dd77db,POOL-HN,distractor,en,0,500,1716101386,1629374012,1777643965
user_b975fa95,POOL-HN,matched,en,500,500,1372946355,1222528388,1775087071
user_67b9b9c8,POOL-HN,matched,en,500,500,1674232018,1590026522,1777648824
user_9eb69775,POOL-HN,distractor,en,0,500,1678401108,1498257485,1777371482
user_eab6e70b,POOL-HN,distractor,en,0,500,1515008814,1407032863,1765263542
user_a5970388,POOL-HN,distractor,en,0,500,1680621263,1605970969,1777630811
user_c80d1324,POOL-HN,distractor,en,0,500,1702152600,1481550060,1777671385
user_da2e65fa,POOL-HN,distractor,en,0,500,1551558077,1326825673,1777294313
user_7c2ba996,POOL-HN,distractor,en,0,500,1615515470,1411737089,1777654039
user_0deee1ff,POOL-HN,matched,en,500,500,1474897028,1274637392,1777658746
user_aabf3d92,POOL-HN,distractor,en,0,500,1630431118,1525110744,1772211979
user_8bc78a8f,POOL-HN,matched,en,500,500,1643936535,1279691190,1777684415
user_d795dde3,POOL-HN,matched,en,500,500,1429664637,1250849124,1777658678
user_5db5519a,POOL-HN,matched,en,500,500,1663080244,1542304059,1777645164
user_86cd7c76,POOL-HN,matched,en,500,500,1593569574,1359752932,1777668552
user_34a4b26d,POOL-HN,matched,en,500,500,1352961317,1237850400,1776984147
user_21db4c8f,POOL-HN,distractor,en,0,500,1624034310,1285870437,1777676489
user_af73a454,POOL-HN,distractor,en,0,500,1608041668,1393973212,1777433969
user_d3087554,POOL-HN,distractor,en,0,500,1659308550,1386709337,1777650068
user_2fbfadd8,POOL-HN,matched,en,500,500,1362011401,1271112547,1705868392
user_c0dcbb2a,POOL-HN,matched,en,500,500,1484350936,1309235795,1777488688
user_53e5a28a,POOL-HN,distractor,en,0,500,1592951159,1346897300,1777673241
user_ce891f04,POOL-HN,matched,en,500,500,1457165356,1334238542,1777700872
user_ea5dc454,POOL-HN,matched,en,500,500,1504825427,1249668390,1777041963
user_a1fbc161,POOL-HN,matched,en,500,500,1593716093,1376305195,1670063934
user_4fb7bf93,POOL-HN,matched,en,500,500,1580665690,1308894382,1734905637
user_79de872c,POOL-HN,distractor,en,0,500,1383573990,1269553482,1777568221
user_e95e51dc,POOL-HN,distractor,en,0,500,1572209499,1475959209,1776274332
user_5220e0e3,POOL-HN,matched,en,500,500,1670804085,1417737966,1777676345
user_dc103347,POOL-HN,distractor,en,0,500,1424599252,1252158792,1777417183
user_ca824271,POOL-HN,matched,en,500,500,1672131489,1520341139,1753302939
user_9957ea5d,POOL-HN,matched,en,500,500,1630327636,1383441867,1777498293
user_5ce380b5,POOL-HN,matched,en,500,500,1714772002,1528290140,1777667899
user_e112c83b,POOL-HN,matched,en,500,500,1611851751,1339691562,1777662222
user_a5864bbe,POOL-HN,distractor,en,0,500,1646365640,1316657707,1777700316
user_9fd1a2cb,POOL-HN,distractor,en,0,500,1611809739,1216331635,1777128664
user_35e33a92,POOL-HN,distractor,en,0,500,1621397382,1393438380,1777616957
user_d6f66fb4,POOL-HN,matched,en,500,500,1620920129,1516215371,1777672295
user_ea2f9523,POOL-HN,matched,en,500,500,1387857255,1182432830,1777697131
user_110631fe,POOL-HN,distractor,en,0,500,1685048572,1310667940,1777594146
user_1052c290,POOL-HN,distractor,en,0,500,1470926291,1307941462,1581108518
user_9ed42975,POOL-HN,distractor,en,0,500,1706115452,1592782081,1777652331
user_5eca065b,POOL-HN,distractor,en,0,500,1663468974,1340994933,1776230100
user_472e70a4,POOL-HN,matched,en,500,500,1619108004,1239373399,1777700153
user_ffc11ab2,POOL-HN,distractor,en,0,500,1510887193,1404966383,1771750873
user_7fc7be07,POOL-HN,matched,en,500,500,1596788852,1370209323,1777491040
user_bb4a7ebb,POOL-HN,matched,en,500,500,1620308403,1319038160,1777659339
user_53068b5e,POOL-HN,distractor,en,0,500,1427930345,1258321927,1775400456
user_32231bed,POOL-HN,matched,en,500,500,1618579427,1522168136,1749013211
user_7c8fbfb1,POOL-HN,matched,en,500,500,1678998287,1498579010,1777707789
user_e403f422,POOL-HN,distractor,en,0,500,1366826975,1207637016,1755486610
user_3b32477f,POOL-HN,distractor,en,0,500,1713477450,1528819544,1777676058
user_aaa5f57c,POOL-HN,distractor,en,0,500,1461884388,1388297015,1674018280
user_3f1a2a8c,POOL-HN,distractor,en,0,500,1397060665,1335818146,1490388632
user_e15ea19a,POOL-HN,distractor,en,0,500,1675707710,1332381539,1777639988
user_25fd1bcc,POOL-HN,distractor,en,0,500,1473002526,1308244400,1777200001
user_4c71173f,POOL-HN,distractor,en,0,500,1383774575,1221200020,1777700154
user_caeae6fd,POOL-HN,matched,en,500,500,1656244502,1481379112,1777380424
user_37b3ad39,POOL-HN,matched,en,500,500,1367065433,1172172083,1777676666
user_eec61f7b,POOL-HN,matched,en,500,500,1659151577,1311193116,1777609604
user_3ca182e1,POOL-HN,distractor,en,0,500,1612298536,1409886653,1776965410
user_8d43ca2f,POOL-HN,matched,en,500,500,1418914805,1331824795,1743614321
user_d3dc5616,POOL-HN,matched,en,500,500,1714616775,1300153661,1777706652
user_72501dab,POOL-HN,matched,en,500,500,1664625855,1565709302,1723113368
user_9a72f38d,POOL-HN,distractor,en,0,500,1626982106,1404700914,1777669146
user_0c7cb2da,POOL-HN,matched,en,500,500,1444162474,1199066345,1706906955
user_d75e7b43,POOL-HN,matched,en,500,500,1648745566,1374845086,1777702907
user_1c355fa6,POOL-HN,matched,en,500,500,1643571814,1316335357,1777707589
user_0e4f965f,POOL-HN,matched,en,500,500,1412963180,1338329485,1777593962
user_7e232fe6,POOL-HN,distractor,en,0,500,1534080396,1359514797,1777558337
user_40a4bbb8,POOL-HN,matched,en,500,500,1645425394,1365881125,1777463660
user_3e0f3d32,POOL-HN,distractor,en,0,500,1493396417,1180530203,1777654209
user_681564d4,POOL-HN,matched,en,500,500,1651267017,1537996023,1777594994
user_8978d2b2,POOL-HN,matched,en,500,500,1557477574,1353015971,1777657330
user_b03c9d97,POOL-HN,distractor,en,0,500,1553707024,1441392535,1777684443
user_b5623b50,POOL-HN,distractor,en,0,500,1611982312,1397773822,1777474128
user_2449ca93,POOL-HN,matched,en,500,500,1568846342,1310578061,1777673522
user_0797f3d8,POOL-HN,distractor,en,0,500,1530037835,1257632589,1777665367
user_81026af0,POOL-HN,matched,en,500,500,1552497228,1429815262,1690854461
user_e4c74511,POOL-HN,matched,en,500,500,1591059509,1308167152,1777553088
user_d5dad71f,POOL-HN,distractor,en,0,500,1617312741,1233280366,1777678417
user_0d080f39,POOL-HN,distractor,en,0,500,1658919019,1323135036,1777671223
user_373f3ae0,POOL-HN,matched,en,500,500,1599673972,1288634360,1777420975
user_3aa29e47,POOL-HN,matched,en,500,500,1638085191,1391147873,1777701760
user_fbaabcca,POOL-HN,distractor,en,0,500,1643752490,1472076690,1777542138
user_5c41426c,POOL-HN,distractor,en,0,500,1391726656,1172205228,1776394356
user_92700275,POOL-HN,distractor,en,0,500,1447288851,1311111449,1776655034
user_6f1137ea,POOL-HN,distractor,en,0,500,1602443328,1368538837,1680994983
user_80f41eb1,POOL-HN,matched,en,500,500,1549060299,1436807464,1777650767
user_b6d679ed,POOL-HN,distractor,en,0,500,1476990731,1331447760,1777690074
user_1491de60,POOL-HN,matched,en,500,500,1607692337,1455222432,1777186548
user_3e29e9f6,POOL-HN,distractor,en,0,500,1725046217,1584210579,1777299155
user_b2d1cebe,POOL-HN,distractor,en,0,500,1522137626,1257665244,1777614623
user_fdb8a777,POOL-HN,matched,en,500,500,1478826985,1250709919,1568532820
user_675d1c4c,POOL-HN,distractor,en,0,500,1499019464,1268811916,1772748479
user_c58f162d,POOL-HN,matched,en,500,500,1498672892,1302571473,1732827950
user_d6672f1c,POOL-HN,matched,en,500,500,1568284864,1187280186,1777543461
user_725d4303,POOL-HN,matched,en,500,500,1641295143,1221198215,1773846499
user_e9d334fb,POOL-HN,distractor,en,0,500,1461616009,1381501798,1693836621
user_742bc75f,POOL-HN,distractor,en,0,500,1351269447,1246561998,1534618331
user_25cbc4be,POOL-HN,distractor,en,0,500,1495696645,1467156947,1703110878
user_ba7aada4,POOL-HN,matched,en,500,500,1689232616,1617120454,1777660927
user_24975133,POOL-HN,distractor,en,0,500,1596024894,1245088343,1777454588
user_e93e8fcb,POOL-HN,matched,en,500,500,1641585998,1587017612,1774495611
user_39098675,POOL-HN,distractor,en,0,500,1599990960,1335509858,1777700681
user_6197ea4e,POOL-HN,distractor,en,0,500,1587388073,1297352460,1777710021
user_3bdbf000,POOL-HN,distractor,en,0,500,1387647934,1211383660,1549311768
user_cab2c7cd,POOL-HN,distractor,en,0,500,1602093386,1345850455,1777707772
user_4cdbfe10,POOL-HN,distractor,en,0,500,1530638988,1341013697,1670278998
user_dc4a9a35,POOL-HN,matched,en,500,500,1621455927,1267626346,1777477305
user_af26d075,POOL-HN,distractor,en,0,500,1388896745,1206352910,1777699369
user_70e39d92,POOL-HN,distractor,en,0,500,1602509603,1401897575,1777647388
user_170971a1,POOL-HN,matched,en,500,500,1651253178,1570194721,1777656497
user_11a92c4f,POOL-HN,matched,en,500,500,1631647320,1462719480,1777676718
user_9eead375,POOL-HN,matched,en,500,500,1689534105,1640274004,1777659926
user_06bc4332,POOL-HN,matched,en,500,500,1683754644,1537032823,1777569945
user_edf3d294,POOL-HN,matched,en,500,500,1698653339,1571041008,1777710900
user_b0dcc797,POOL-HN,matched,en,500,500,1694021232,1474825989,1777693207
user_b72fae95,POOL-HN,matched,en,500,500,1581701045,1485539694,1777571303
user_1a6a6bc9,POOL-HN,distractor,en,0,500,1647416524,1447672540,1777586011
user_db688351,POOL-HN,distractor,en,0,500,1561035521,1318887486,1777575332
user_fc248e90,POOL-HN,distractor,en,0,500,1745576884,1228364959,1777660629
user_9d26dbac,POOL-HN,matched,en,500,500,1543756738,1309891102,1738095333
user_c24657b0,POOL-HN,distractor,en,0,500,1472454068,1287369339,1775279700
user_a57cd690,POOL-HN,distractor,en,0,500,1515693664,1334413476,1777706546
user_1e658c4f,POOL-HN,distractor,en,0,500,1447913722,1247880000,1777572612
user_b3ce7842,POOL-HN,distractor,en,0,500,1653242772,1376145634,1777405814
user_621eb184,POOL-HN,distractor,en,0,500,1611203260,1388437866,1724424781
user_03e943d1,POOL-HN,matched,en,500,500,1616257567,1208396480,1777670183
user_39f4c206,POOL-HN,distractor,en,0,500,1666639339,1472928938,1777655407
user_3fd83f4e,POOL-HN,matched,en,500,500,1625997922,1447842012,1777038088
user_34e4dda1,POOL-HN,distractor,en,0,500,1383659005,1191226860,1480441222
user_7036bfad,POOL-HN,distractor,en,0,500,1453917517,1309495610,1639106376
user_b6625c94,POOL-HN,matched,en,500,500,1700591849,1431539416,1777712756
user_480c4a41,POOL-HN,distractor,en,0,500,1388406790,1205207248,1776806605
user_7f16d1d5,POOL-HN,distractor,en,0,500,1698932569,1596926300,1777560978
user_386e8c96,POOL-HN,matched,en,500,500,1503378408,1360327220,1768157119
user_576b752b,POOL-HN,distractor,en,0,500,1634030269,1457310281,1706090464
user_77f930ba,POOL-HN,distractor,en,0,500,1466694263,1307959254,1686928588
user_f4af2208,POOL-HN,distractor,en,0,500,1628204894,1358375691,1777567761
user_0113708e,POOL-HN,distractor,en,0,500,1532908101,1346665545,1777448413
user_c950f9f2,POOL-HN,matched,en,500,500,1476914231,1415771344,1776965455
user_15445bdf,POOL-HN,distractor,en,0,500,1614157382,1236668879,1777562513
user_03733e3e,POOL-HN,distractor,en,0,500,1602083125,1299958255,1776975413
user_18255c26,POOL-HN,distractor,en,0,500,1742307566,1432167259,1770223667
user_b3f07268,POOL-HN,distractor,en,0,500,1625578314,1449355834,1777712095
user_8e3bcf43,POOL-HN,distractor,en,0,500,1617382611,1499220137,1777680302
user_0a275125,POOL-HN,matched,en,500,500,1661895182,1351906068,1775900176
user_7e8d4883,POOL-HN,distractor,en,0,500,1692555866,1316794188,1777336507
user_0a43aaf3,POOL-HN,distractor,en,0,500,1595775518,1476721124,1766253745
user_724ddd8b,POOL-HN,distractor,en,0,500,1519070700,1191483384,1777688891
user_a9883307,POOL-HN,distractor,en,0,500,1556976303,1439197585,1607455072
user_ecf32a70,POOL-HN,matched,en,500,500,1599067423,1354063009,1776987840
user_d157977b,POOL-HN,distractor,en,0,500,1386026658,1188825518,1777654427
user_a30c26e9,POOL-HN,matched,en,500,500,1684340173,1532638017,1777158924
user_5003d278,POOL-HN,distractor,en,0,500,1618678667,1456138574,1777679607
user_702151b3,POOL-HN,distractor,en,0,500,1609479738,1482295798,1777483300
user_c27123d1,POOL-HN,matched,en,500,500,1613579292,1416203538,1777659405
user_83ee9adf,POOL-HN,matched,en,500,500,1530619110,1261488380,1777205472
user_f271c753,POOL-HN,distractor,en,0,500,1591031302,1189007278,1777694728
user_5888d6ee,POOL-HN,matched,en,500,500,1644612212,1314643537,1777650714
user_acf7ef6d,POOL-HN,matched,en,500,500,1465481730,1223924126,1777658418
user_c8453be7,POOL-HN,matched,en,500,500,1491744896,1264347108,1777056910
user_bc90dd56,POOL-HN,distractor,en,0,500,1689840617,1543964745,1777693252
user_76cffa52,POOL-HN,distractor,en,0,500,1669042275,1515935321,1777622215
user_1ed9ddae,POOL-HN,distractor,en,0,500,1578494024,1179364741,1777668519
user_78dc9e67,POOL-HN,matched,en,500,500,1488190049,1358729706,1667078831
user_437c890d,POOL-HN,matched,en,500,500,1502759392,1228234096,1777401562
user_e3c006d8,POOL-HN,matched,en,500,500,1459198051,1242251765,1776626005
user_ff0327ff,POOL-HN,distractor,en,0,500,1730418861,1501588718,1777008730
user_75de9713,POOL-HN,matched,en,500,500,1684741536,1315146383,1777344082
user_5b95b8f1,POOL-HN,distractor,en,0,500,1654709356,1310405244,1777465385
user_006cf89d,POOL-HN,matched,en,500,500,1319167435,1215055956,1777255210
user_5e87470f,POOL-HN,matched,en,500,500,1593109442,1487466585,1777404509
user_8fd29468,POOL-HN,distractor,en,0,500,1319997979,1179041199,1777059324
user_dc2eaa94,POOL-HN,distractor,en,0,500,1582563468,1339300527,1777391957
user_680aa587,POOL-HN,matched,en,500,500,1667043694,1604222415,1737039600
user_cd2008c4,POOL-HN,distractor,en,0,500,1471546344,1302859913,1777269478
user_34881922,POOL-HN,matched,en,500,500,1645057411,1413315571,1777320223
user_07532192,POOL-HN,distractor,en,0,500,1701142601,1633448421,1777675274
user_8f477e1e,POOL-HN,distractor,en,0,500,1674734717,1590967152,1777486409
user_9a3b9f70,POOL-HN,distractor,en,0,500,1618705836,1403497142,1777690749
user_b3ae3d86,POOL-HN,distractor,en,0,500,1657202854,1415297788,1777592250
user_6ca3bf09,POOL-HN,distractor,en,0,500,1586815478,1248600981,1755466134
user_f97c9c01,POOL-HN,matched,en,500,500,1595344893,1409511406,1777671829
user_185f321c,POOL-HN,distractor,en,0,500,1636815920,1324412558,1777570034
user_93d178e3,POOL-HN,distractor,en,0,500,1719271672,1622564449,1777655970
user_47dec4cc,POOL-HN,matched,en,500,500,1462213493,1219295810,1770288480
user_b3115d77,POOL-HN,matched,en,500,500,1561503276,1458336610,1777657618
user_7553ee79,POOL-HN,distractor,en,0,500,1711067675,1308166999,1777703236
user_c4a12685,POOL-HN,distractor,en,0,500,1664338184,1559253011,1777480404
user_0ca73280,POOL-HN,distractor,en,0,500,1501254222,1381742616,1777030615
user_fa597a1a,POOL-HN,matched,en,500,500,1615634962,1379443395,1759762662
user_d87f11d4,POOL-HN,distractor,en,0,500,1634496659,1314307020,1777475889
user_745e9dcf,POOL-HN,matched,en,500,500,1664294498,1376362045,1773773146
user_e4f8fc54,POOL-HN,distractor,en,0,500,1678293691,1277238132,1777610079
user_238d717b,POOL-HN,matched,en,500,500,1730547691,1513781202,1777647555
user_83e047ea,POOL-HN,matched,en,500,500,1525456309,1310384756,1761145889
user_edf673cd,POOL-HN,distractor,en,0,500,1709227129,1541117803,1777673049
user_592754f6,POOL-HN,matched,en,500,500,1705014128,1530900842,1777322691
